source,doi,article,authors,year,context,genus,species,life.stage,invitro.invivo,sex,exposure.route,leachate,mix,negative.control,reference.material,exposure.media,solvent,detergent,media.sal,media.ph,media.temp,media.temp.min,media.temp.max,exposure.duration.d,treatment,replicates,dosing.frequency,sample.size,dose.ug.g.food.nominal,dose.uM.nominal,dose.ug.cm2.nominal,dose.particles.day.nominal,dose.particles.kg.bw.nominal,dose.mg.day.nominal,dose.particles.L.nominal,dose.mg.L.air.nominal,dose.mg.mL.nominal,dose.mg.kg.day.bw.nominal,dose.cm2.mL.nominal,chem,chem.dose.ug.L.nominal,dose.ug.g.food.measured,dose.uM.measured,dose.ug.cm2.measured,dose.particles.day.measured,dose.mg.day.measured,dose.particles.L.measured,dose.mg.L.air.measured,dose.mg.mL.measured,dose.mg.kg.day.bw.measured,dose.cm2.mL.measured,chem.dose.ug.L.measured,effect,direction,stat.clarity,lvl1,lvl2,lvl3,bio.org,target.organelle.cell.tissue,polymer,density.g.cm3,density.reported.estimated,shape,charge,zetapotential,zeta.potential.media,functional.group,size.length.mm.nominal,size.length.min.mm.nominal,size.length.max.mm.nominal,size.length.mm.measured,size.length.min.mm.measured,size.length.max.mm.measured,size.width.mm.nominal,size.width.min.mm.nominal,size.width.max.mm.nominal,size.width.mm.measured,size.width.min.mm.measured,size.width.max.mm.measured,size.height.mm.nominal,size.height.min.mm.nominal,size.height.max.mm.nominal,size.height.mm.measured,size.height.min.mm.measured,size.height.max.mm.measured,size.category,weathered.biofouled,size.valid,size.validation.media,shape.valid,polymer.valid,particle.source,part,sodium.azide,contaminant.screen,sol.rinse,clean.method,background.plastics,con.valid,particle.behavior,uptake.valid,tissue.distribution,fed,curator
search,10.1039/c9tx00147f,1,Amereh,2019,tox,Rattus,norvegicus,adult,invivo,M,gavage,NA,N,Y,N,distilled.water,NA,NA,NA,6.9,NA,20,22,35,4,1,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,clear,endocrine.signaling,thyroid,t3.con,subcell,serum,PS,1.07,estimated,sphere,negative,-9.27,distilled.water,NA,NA,NA,NA,0.00003892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,N,Y,distilled.water,N,N,commercial,Kisher.biotech.PPS-0.025.PPS-0.05,unknown,N,N,NA,N,N,Y,N,NA,Y,LTH.LH
search,10.1039/c9tx00147f,1,Amereh,2019,tox,Rattus,norvegicus,adult,invivo,M,gavage,NA,N,Y,N,distilled.water,NA,NA,NA,6.9,NA,20,22,35,4,1,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,clear,endocrine.signaling,thyroid,t3.con,subcell,serum,PS,1.07,estimated,sphere,negative,-9.27,distilled.water,NA,NA,NA,NA,0.00003892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,N,Y,distilled.water,N,N,commercial,Kisher.biotech.PPS-0.025.PPS-0.05,unknown,N,N,NA,N,N,Y,N,NA,Y,LTH.LH
search,10.1039/c9tx00147f,1,Amereh,2019,tox,Rattus,norvegicus,adult,invivo,M,gavage,NA,N,Y,N,distilled.water,NA,NA,NA,6.9,NA,20,22,35,4,1,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,clear,endocrine.signaling,thyroid,t4.con,subcell,serum,PS,1.07,estimated,sphere,negative,-9.27,distilled.water,NA,NA,NA,NA,0.00003892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,N,Y,distilled.water,N,N,commercial,Kisher.biotech.PPS-0.025.PPS-0.05,unknown,N,N,NA,N,N,Y,N,NA,Y,LTH.LH
search,10.1039/c9tx00147f,1,Amereh,2019,tox,Rattus,norvegicus,adult,invivo,M,gavage,NA,N,Y,N,distilled.water,NA,NA,NA,6.9,NA,20,22,35,4,1,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,clear,endocrine.signaling,thyroid,t4.con,subcell,serum,PS,1.07,estimated,sphere,negative,-9.27,distilled.water,NA,NA,NA,NA,0.00003892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,N,Y,distilled.water,N,N,commercial,Kisher.biotech.PPS-0.025.PPS-0.05,unknown,N,N,NA,N,N,Y,N,NA,Y,LTH.LH
search,10.1039/c9tx00147f,1,Amereh,2019,tox,Rattus,norvegicus,adult,invivo,M,gavage,NA,N,Y,N,distilled.water,NA,NA,NA,6.9,NA,20,22,35,4,1,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,clear,endocrine.signaling,thyroid,t4.con,subcell,serum,PS,1.07,estimated,sphere,negative,-9.27,distilled.water,NA,NA,NA,NA,0.00003892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,N,Y,distilled.water,N,N,commercial,Kisher.biotech.PPS-0.025.PPS-0.05,unknown,N,N,NA,N,N,Y,N,NA,Y,LTH.LH
search,10.1039/c9tx00147f,1,Amereh,2019,tox,Rattus,norvegicus,adult,invivo,M,gavage,NA,N,Y,N,distilled.water,NA,NA,NA,6.9,NA,20,22,35,4,1,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,clear,endocrine.signaling,thyroid,t4.con,subcell,serum,PS,1.07,estimated,sphere,negative,-9.27,distilled.water,NA,NA,NA,NA,0.00003892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,N,Y,distilled.water,N,N,commercial,Kisher.biotech.PPS-0.025.PPS-0.05,unknown,N,N,NA,N,N,Y,N,NA,Y,LTH.LH
search,10.1039/c9tx00147f,1,Amereh,2019,tox,Rattus,norvegicus,adult,invivo,M,gavage,NA,N,Y,N,distilled.water,NA,NA,NA,6.9,NA,20,22,35,4,1,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,decrease,clear,endocrine.signaling,thyroid,ft3.con,subcell,serum,PS,1.07,estimated,sphere,negative,-9.27,distilled.water,NA,NA,NA,NA,0.00003892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,N,Y,distilled.water,N,N,commercial,Kisher.biotech.PPS-0.025.PPS-0.05,unknown,N,N,NA,N,N,Y,N,NA,Y,LTH.LH
search,10.1039/c9tx00147f,1,Amereh,2019,tox,Rattus,norvegicus,adult,invivo,M,gavage,NA,N,Y,N,distilled.water,NA,NA,NA,6.9,NA,20,22,35,4,1,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,decrease,clear,endocrine.signaling,thyroid,ft3.con,subcell,serum,PS,1.07,estimated,sphere,negative,-9.27,distilled.water,NA,NA,NA,NA,0.00003892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,N,Y,distilled.water,N,N,commercial,Kisher.biotech.PPS-0.025.PPS-0.05,unknown,N,N,NA,N,N,Y,N,NA,Y,LTH.LH
search,10.1039/c9tx00147f,1,Amereh,2019,tox,Rattus,norvegicus,adult,invivo,M,gavage,NA,N,Y,N,distilled.water,NA,NA,NA,6.9,NA,20,22,35,4,1,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,decrease,clear,endocrine.signaling,thyroid,ft3.con,subcell,serum,PS,1.07,estimated,sphere,negative,-9.27,distilled.water,NA,NA,NA,NA,0.00003892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,N,Y,distilled.water,N,N,commercial,Kisher.biotech.PPS-0.025.PPS-0.05,unknown,N,N,NA,N,N,Y,N,NA,Y,LTH.LH
search,10.1039/c9tx00147f,1,Amereh,2019,tox,Rattus,norvegicus,adult,invivo,M,gavage,NA,N,Y,N,distilled.water,NA,NA,NA,6.9,NA,20,22,35,4,1,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,decrease,clear,endocrine.signaling,thyroid,ft3.con,subcell,serum,PS,1.07,estimated,sphere,negative,-9.27,distilled.water,NA,NA,NA,NA,0.00003892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,N,Y,distilled.water,N,N,commercial,Kisher.biotech.PPS-0.025.PPS-0.05,unknown,N,N,NA,N,N,Y,N,NA,Y,LTH.LH
search,10.1039/c9tx00147f,1,Amereh,2019,tox,Rattus,norvegicus,adult,invivo,M,gavage,NA,N,Y,N,distilled.water,NA,NA,NA,6.9,NA,20,22,35,4,1,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,decrease,clear,endocrine.signaling,thyroid,ft4.con,subcell,serum,PS,1.07,estimated,sphere,negative,-9.27,distilled.water,NA,NA,NA,NA,0.00003892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,N,Y,distilled.water,N,N,commercial,Kisher.biotech.PPS-0.025.PPS-0.05,unknown,N,N,NA,N,N,Y,N,NA,Y,LTH.LH
search,10.1039/c9tx00147f,1,Amereh,2019,tox,Rattus,norvegicus,adult,invivo,M,gavage,NA,N,Y,N,distilled.water,NA,NA,NA,6.9,NA,20,22,35,4,1,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,decrease,clear,endocrine.signaling,thyroid,ft4.con,subcell,serum,PS,1.07,estimated,sphere,negative,-9.27,distilled.water,NA,NA,NA,NA,0.00003892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,N,Y,distilled.water,N,N,commercial,Kisher.biotech.PPS-0.025.PPS-0.05,unknown,N,N,NA,N,N,Y,N,NA,Y,LTH.LH
search,10.1039/c9tx00147f,1,Amereh,2019,tox,Rattus,norvegicus,adult,invivo,M,gavage,NA,N,Y,N,distilled.water,NA,NA,NA,6.9,NA,20,22,35,4,1,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,decrease,clear,endocrine.signaling,thyroid,ft4.con,subcell,serum,PS,1.07,estimated,sphere,negative,-9.27,distilled.water,NA,NA,NA,NA,0.00003892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,N,Y,distilled.water,N,N,commercial,Kisher.biotech.PPS-0.025.PPS-0.05,unknown,N,N,NA,N,N,Y,N,NA,Y,LTH.LH
search,10.1039/c9tx00147f,1,Amereh,2019,tox,Rattus,norvegicus,adult,invivo,M,gavage,NA,N,Y,N,distilled.water,NA,NA,NA,6.9,NA,20,22,35,4,1,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,decrease,clear,endocrine.signaling,thyroid,ft4.con,subcell,serum,PS,1.07,estimated,sphere,negative,-9.27,distilled.water,NA,NA,NA,NA,0.00003892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,N,Y,distilled.water,N,N,commercial,Kisher.biotech.PPS-0.025.PPS-0.05,unknown,N,N,NA,N,N,Y,N,NA,Y,LTH.LH
search,10.1039/c9tx00147f,1,Amereh,2019,tox,Rattus,norvegicus,adult,invivo,M,gavage,NA,N,Y,N,distilled.water,NA,NA,NA,6.9,NA,20,22,35,4,1,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,increase,clear,endocrine.signaling,thyroid,t3.t4.ratio,subcell,serum,PS,1.07,estimated,sphere,negative,-9.27,distilled.water,NA,NA,NA,NA,0.00003892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,N,Y,distilled.water,N,N,commercial,Kisher.biotech.PPS-0.025.PPS-0.05,unknown,N,N,NA,N,N,Y,N,NA,Y,LTH.LH
search,10.1039/c9tx00147f,1,Amereh,2019,tox,Rattus,norvegicus,adult,invivo,M,gavage,NA,N,Y,N,distilled.water,NA,NA,NA,6.9,NA,20,22,35,4,1,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,clear,endocrine.signaling,thyroid,t3.t4.ratio,subcell,serum,PS,1.07,estimated,sphere,negative,-9.27,distilled.water,NA,NA,NA,NA,0.00003892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,N,Y,distilled.water,N,N,commercial,Kisher.biotech.PPS-0.025.PPS-0.05,unknown,N,N,NA,N,N,Y,N,NA,Y,LTH.LH
search,10.1039/c9tx00147f,1,Amereh,2019,tox,Rattus,norvegicus,adult,invivo,M,gavage,NA,N,Y,N,distilled.water,NA,NA,NA,6.9,NA,20,22,35,4,1,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,clear,endocrine.signaling,thyroid,t3.t4.ratio,subcell,serum,PS,1.07,estimated,sphere,negative,-9.27,distilled.water,NA,NA,NA,NA,0.00003892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,N,Y,distilled.water,N,N,commercial,Kisher.biotech.PPS-0.025.PPS-0.05,unknown,N,N,NA,N,N,Y,N,NA,Y,LTH.LH
search,10.1039/c9tx00147f,1,Amereh,2019,tox,Rattus,norvegicus,adult,invivo,M,gavage,NA,N,Y,N,distilled.water,NA,NA,NA,6.9,NA,20,22,35,4,1,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,clear,endocrine.signaling,thyroid,t3.t4.ratio,subcell,serum,PS,1.07,estimated,sphere,negative,-9.27,distilled.water,NA,NA,NA,NA,0.00003892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,N,Y,distilled.water,N,N,commercial,Kisher.biotech.PPS-0.025.PPS-0.05,unknown,N,N,NA,N,N,Y,N,NA,Y,LTH.LH
search,10.1039/c9tx00147f,1,Amereh,2019,tox,Rattus,norvegicus,adult,invivo,M,gavage,NA,N,Y,N,distilled.water,NA,NA,NA,6.9,NA,20,22,35,4,1,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,clear,endocrine.signaling,thyroid,ft3.ft4.ratio,subcell,serum,PS,1.07,estimated,sphere,negative,-9.27,distilled.water,NA,NA,NA,NA,0.00003892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,N,Y,distilled.water,N,N,commercial,Kisher.biotech.PPS-0.025.PPS-0.05,unknown,N,N,NA,N,N,Y,N,NA,Y,LTH.LH
search,10.1039/c9tx00147f,1,Amereh,2019,tox,Rattus,norvegicus,adult,invivo,M,gavage,NA,N,Y,N,distilled.water,NA,NA,NA,6.9,NA,20,22,35,4,1,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,clear,endocrine.signaling,thyroid,ft3.ft4.ratio,subcell,serum,PS,1.07,estimated,sphere,negative,-9.27,distilled.water,NA,NA,NA,NA,0.00003892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,N,Y,distilled.water,N,N,commercial,Kisher.biotech.PPS-0.025.PPS-0.05,unknown,N,N,NA,N,N,Y,N,NA,Y,LTH.LH
search,10.1039/c9tx00147f,1,Amereh,2019,tox,Rattus,norvegicus,adult,invivo,M,gavage,NA,N,Y,N,distilled.water,NA,NA,NA,6.9,NA,20,22,35,4,1,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,clear,endocrine.signaling,thyroid,ft3.ft4.ratio,subcell,serum,PS,1.07,estimated,sphere,negative,-9.27,distilled.water,NA,NA,NA,NA,0.00003892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,N,Y,distilled.water,N,N,commercial,Kisher.biotech.PPS-0.025.PPS-0.05,unknown,N,N,NA,N,N,Y,N,NA,Y,LTH.LH
search,10.1039/c9tx00147f,1,Amereh,2019,tox,Rattus,norvegicus,adult,invivo,M,gavage,NA,N,Y,N,distilled.water,NA,NA,NA,6.9,NA,20,22,35,4,1,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,increase,clear,endocrine.signaling,thyroid,ft3.ft4.ratio,subcell,serum,PS,1.07,estimated,sphere,negative,-9.27,distilled.water,NA,NA,NA,NA,0.00003892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,N,Y,distilled.water,N,N,commercial,Kisher.biotech.PPS-0.025.PPS-0.05,unknown,N,N,NA,N,N,Y,N,NA,Y,LTH.LH
